
S&P 500 INDEX,Last: 6001.3501,Change:  5.8101
"Date: November 12, 2024 at 3:29 AM EST",Bid: 5957.6299,Ask: 6062.1299,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Dec 20 2024,SPX241220C06100000,59.7,0.6,57.1,57.8,1416,0.1157,0.3778,0.0017,26027,6100.00,SPX241220P06100000,131.68,-5.87,132.2,133.3,171,0.1157,-0.6234,0.0017,437
Fri Dec 20 2024,SPX241220C06105000,56.2,-0.9,55.1,55.8,27,0.1154,0.3693,0.0017,66,6105.00,SPX241220P06105000,0,0,135.2,136.5,0,0.1156,-0.6319,0.0017,0
Fri Dec 20 2024,SPX241220C06110000,53,-2.25,53.3,53.9,1,0.1152,0.3608,0.0017,544,6110.00,SPX241220P06110000,169.4,0,138.2,139.5,0,0.1152,-0.6404,0.0017,1
Fri Dec 20 2024,SPX241220C06120000,49.2,-2.5,49.7,50.3,20,0.1148,0.3441,0.0016,1175,6120.00,SPX241220P06120000,0,0,144.5,145.8,0,0.1148,-0.6571,0.0016,0
Fri Dec 20 2024,SPX241220C06125000,49.5,-0.35,47.9,48.5,51,0.1147,0.3358,0.0016,4333,6125.00,SPX241220P06125000,152.76,0,147.7,149.1,0,0.1147,-0.6654,0.0016,3
Fri Dec 20 2024,SPX241220C06130000,47,-1.15,46.2,46.8,7,0.1145,0.3276,0.0016,243,6130.00,SPX241220P06130000,0,0,151,152.3,0,0.1145,-0.6736,0.0016,0
Fri Dec 20 2024,SPX241220C06135000,54.4,7.9,44.5,45.1,1,0.1142,0.3194,0.0016,10,6135.00,SPX241220P06135000,148,-11.6,154.3,155.8,15,0.1143,-0.6818,0.0016,30
Fri Dec 20 2024,SPX241220C06140000,43.62,-1.33,42.9,43.5,5,0.1141,0.3114,0.0016,475,6140.00,SPX241220P06140000,0,0,157.7,159,0,0.1142,-0.6898,0.0016,0
Fri Dec 20 2024,SPX241220C06145000,48.6,5.25,41.3,42,1,0.114,0.3034,0.0016,36,6145.00,SPX241220P06145000,156.39,0,161.1,162.4,0,0.114,-0.6978,0.0016,15
Fri Dec 20 2024,SPX241220C06150000,41.5,-0.35,39.9,40.4,799,0.1138,0.2955,0.0016,15550,6150.00,SPX241220P06150000,160.28,-9.77,164.7,165.8,85,0.1139,-0.7057,0.0016,195
Fri Dec 20 2024,SPX241220C06160000,38.5,-0.4,37,37.5,41,0.1136,0.28,0.0015,503,6160.00,SPX241220P06160000,166.25,0,171.6,172.9,0,0.1136,-0.7212,0.0015,30
Fri Dec 20 2024,SPX241220C06165000,40.58,40.58,35.5,36.1,2,0.1134,0.2725,0.0015,2,6165.00,SPX241220P06165000,0,0,175.2,176.5,0,0.1135,-0.7288,0.0015,0
Fri Dec 20 2024,SPX241220C06170000,36.55,0.4,34.2,34.8,25,0.1133,0.265,0.0015,921,6170.00,SPX241220P06170000,0,0,178.8,180.3,0,0.1133,-0.7362,0.0015,0
Fri Dec 20 2024,SPX241220C06175000,33.8,-1.05,33,33.5,4325,0.1133,0.2576,0.0015,7025,6175.00,SPX241220P06175000,0,0,182.5,183.8,0,0.1133,-0.7436,0.0015,0
Fri Dec 20 2024,SPX241220C06180000,33.1,-0.45,31.7,32.2,8,0.1131,0.2503,0.0014,272,6180.00,SPX241220P06180000,0,0,186.2,187.5,0,0.1132,-0.7509,0.0014,0
Fri Dec 20 2024,SPX241220C06185000,31.1,31.1,30.4,31,10,0.113,0.2431,0.0014,10,6185.00,SPX241220P06185000,0,0,188.3,192.5,0,0.1127,-0.7581,0.0014,0
Fri Dec 20 2024,SPX241220C06190000,29.9,-1.25,29.3,29.8,6,0.113,0.2361,0.0014,1720,6190.00,SPX241220P06190000,334.65,0,192,196.3,0,0.1126,-0.7651,0.0014,5
Fri Dec 20 2024,SPX241220C06195000,28.8,28.8,28.1,28.6,22,0.1128,0.2292,0.0014,22,6195.00,SPX241220P06195000,0,0,195.9,200.1,0,0.1125,-0.772,0.0014,0
Fri Dec 20 2024,SPX241220C06200000,28,-0.85,27,27.5,2005,0.1127,0.2224,0.0014,30898,6200.00,SPX241220P06200000,201.45,-5.75,201.5,202.6,5,0.1127,-0.7788,0.0014,90
Fri Dec 20 2024,SPX241220C06205000,27.1,27.1,25.9,26.4,13,0.1126,0.2157,0.0013,13,6205.00,SPX241220P06205000,205.35,205.35,203.6,208.1,5,0.1125,-0.7855,0.0013,5
Fri Dec 20 2024,SPX241220C06210000,26,-0.7,24.9,25.4,203,0.1126,0.2091,0.0013,335,6210.00,SPX241220P06210000,0,0,207.5,212,0,0.1124,-0.7921,0.0013,0
Fri Dec 20 2024,SPX241220C06215000,24.4,24.4,23.9,24.3,5,0.1124,0.2027,0.0013,5,6215.00,SPX241220P06215000,0,0,211.5,216,0,0.1123,-0.7986,0.0013,0
Fri Dec 20 2024,SPX241220C06220000,23.68,-0.97,22.9,23.4,535,0.1124,0.1963,0.0013,882,6220.00,SPX241220P06220000,0,0,214.1,221.2,0,0.1121,-0.8049,0.0013,0
Fri Dec 20 2024,SPX241220C06225000,22.9,-0.85,22,22.4,543,0.1123,0.1902,0.0012,2996,6225.00,SPX241220P06225000,431.11,0,218.1,225.2,0,0.1119,-0.8111,0.0012,4
Fri Dec 20 2024,SPX241220C06230000,23.63,0.88,21,21.5,2,0.1122,0.1841,0.0012,577,6230.00,SPX241220P06230000,0,0,222.2,229.3,0,0.1119,-0.8171,0.0012,0
Fri Dec 20 2024,SPX241220C06240000,19.35,-1.7,19.3,19.8,28,0.1121,0.1724,0.0012,347,6240.00,SPX241220P06240000,0,0,230.4,237.5,0,0.1118,-0.8288,0.0012,0
Fri Dec 20 2024,SPX241220C06245000,23.23,23.23,18.5,18.9,16,0.112,0.1667,0.0012,8,6245.00,SPX241220P06245000,0,0,234.6,241.6,0,0.1117,-0.8345,0.0012,0
Fri Dec 20 2024,SPX241220C06250000,18.3,-1,17.7,18.1,1918,0.1119,0.1612,0.0011,15803,6250.00,SPX241220P06250000,381.01,0,238.8,245.8,0,0.1117,-0.84,0.0011,27
Fri Dec 20 2024,SPX241220C06260000,16.4,-1.4,16.2,16.6,3,0.1118,0.1505,0.0011,162,6260.00,SPX241220P06260000,474.98,0,247.2,254.2,0,0.1114,-0.8507,0.0011,1
Fri Dec 20 2024,SPX241220C06270000,17.85,1.45,14.8,15.2,2,0.1117,0.1404,0.001,229,6270.00,SPX241220P06270000,0,0,255.7,262.7,0,0.1112,-0.8608,0.001,0
Fri Dec 20 2024,SPX241220C06275000,14.35,-1.35,14.2,14.6,6,0.1118,0.1355,0.001,3700,6275.00,SPX241220P06275000,0,0,260,267,0,0.1111,-0.8657,0.001,0
Fri Dec 20 2024,SPX241220C06290000,12.8,-1,12.4,12.7,236,0.1117,0.1216,0.0009,638,6290.00,SPX241220P06290000,0,0,273.1,280,0,0.1108,-0.8796,0.0009,0
Fri Dec 20 2024,SPX241220C06300000,11.8,-0.8,11.3,11.7,1465,0.1118,0.1131,0.0009,20401,6300.00,SPX241220P06300000,311.66,0,285.1,286.4,0,0.1114,-0.8881,0.0009,75
Fri Dec 20 2024,SPX241220C06310000,10.95,-0.65,10.3,10.6,10,0.1116,0.105,0.0008,340,6310.00,SPX241220P06310000,0,0,290.9,297.9,0,0.1108,-0.8962,0.0008,0
Fri Dec 20 2024,SPX241220C06320000,11.83,1.23,9.3,9.7,5,0.1115,0.0974,0.0008,162,6320.00,SPX241220P06320000,0,0,299.9,306.9,0,0.1107,-0.9038,0.0008,0
Fri Dec 20 2024,SPX241220C06325000,9.29,-0.81,9,9.3,6,0.1118,0.0938,0.0008,3059,6325.00,SPX241220P06325000,776.5,0,304.5,311.4,0,0.1107,-0.9074,0.0008,20
Fri Dec 20 2024,SPX241220C06330000,10.05,0.3,8.6,8.9,5,0.1119,0.0903,0.0008,106,6330.00,SPX241220P06330000,0,0,309.1,316,0,0.1108,-0.9109,0.0008,0
Fri Dec 20 2024,SPX241220C06350000,7,-1.15,7.1,7.4,84,0.112,0.0775,0.0007,6648,6350.00,SPX241220P06350000,551.52,0,327.5,334.4,0,0.1108,-0.9237,0.0007,3
Fri Dec 20 2024,SPX241220C06360000,8.35,0.9,6.5,6.8,1,0.1123,0.0718,0.0006,163,6360.00,SPX241220P06360000,452.05,0,336.8,343.7,0,0.1108,-0.9294,0.0006,15
Fri Dec 20 2024,SPX241220C06375000,6.08,-0.47,5.7,5.9,620,0.1126,0.064,0.0006,2560,6375.00,SPX241220P06375000,0,0,350.9,357.8,0,0.1111,-0.9372,0.0006,0
Fri Dec 20 2024,SPX241220C06380000,7.21,0.96,5.4,5.7,1,0.1127,0.0616,0.0006,178,6380.00,SPX241220P06380000,622.52,0,355.6,362.5,0,0.1111,-0.9396,0.0006,1
Fri Dec 20 2024,SPX241220C06400000,4.7,-0.55,4.5,4.8,499,0.1133,0.0528,0.0005,20022,6400.00,SPX241220P06400000,642.09,0,374.6,381.5,0,0.1115,-0.9484,0.0005,51
Fri Dec 20 2024,SPX241220C06420000,4.4,-0.05,3.8,4.1,47,0.1142,0.0454,0.0004,88,6420.00,SPX241220P06420000,0,0,393.8,400.7,0,0.1122,-0.9558,0.0004,0
Fri Dec 20 2024,SPX241220C06425000,3.85,-0.4,3.7,3.9,4,0.1145,0.0438,0.0004,843,6425.00,SPX241220P06425000,0,0,398.6,405.5,0,0.1123,-0.9574,0.0004,0
Fri Dec 20 2024,SPX241220C06430000,4.1,0,3.5,3.8,91,0.1148,0.0422,0.0004,91,6430.00,SPX241220P06430000,0,0,403.4,410.4,0,0.1126,-0.959,0.0004,0
Fri Dec 20 2024,SPX241220C06440000,4.05,0,3.3,3.5,0,0.1155,0.0392,0.0004,1,6440.00,SPX241220P06440000,406.04,-14.16,413.1,420,1,0.1129,-0.962,0.0004,1
Fri Dec 20 2024,SPX241220C06450000,3.91,0.41,3,3.2,13,0.1157,0.0365,0.0004,3625,6450.00,SPX241220P06450000,415.65,-14.3,422.8,429.7,1,0.1133,-0.9647,0.0004,56
Fri Dec 20 2024,SPX241220C06490000,2.9,2.9,2.3,2.45,28,0.1188,0.0278,0.0003,28,6490.00,SPX241220P06490000,0,0,461.8,468.8,0,0.1156,-0.9734,0.0003,0
Fri Dec 20 2024,SPX241220C06500000,2.29,-0.185,2.15,2.3,779,0.1196,0.026,0.0003,16766,6500.00,SPX241220P06500000,470.45,0,471.7,478.8,0,0.1176,-0.9752,0.0003,213
Fri Dec 20 2024,SPX241220C06525000,1.97,1.97,1.85,1.95,1,0.1216,0.0223,0.0002,1,6525.00,SPX241220P06525000,0,0,496.1,503.1,0,0.1172,-0.9789,0.0002,0
Fri Dec 20 2024,SPX241220C06550000,2.3,0.475,1.6,1.7,1,0.1238,0.0194,0.0002,939,6550.00,SPX241220P06550000,777.15,0,520.9,528,0,0.1217,-0.9818,0.0002,148
Fri Dec 20 2024,SPX241220C06600000,1.6,0.2,1.2,1.35,4,0.1286,0.0149,0.0001,22979,6600.00,SPX241220P06600000,848.15,0,570.1,577,0,0.1214,-0.9863,0.0001,7
Fri Dec 20 2024,SPX241220C06650000,1.27,0.145,0.95,1.1,2,0.1337,0.0119,0.0001,4,6650.00,SPX241220P06650000,746,0,619.5,626.5,0,0.1234,-0.9893,0.0001,10
Fri Dec 20 2024,SPX241220C06800000,0.65,-0.05,0.5,0.7,106,0.1497,0.0067,0.0001,11791,6800.00,SPX241220P06800000,956.95,0,768.3,775.2,0,0.1196,-0.9945,0.0001,42
Fri Dec 20 2024,SPX241220C06900000,0.4,-0.175,0.4,0.55,49,0.1613,0.0048,0,3300,6900.00,SPX241220P06900000,0,0,867.6,874.5,0,0,-0.9964,0,10
Fri Dec 20 2024,SPX241220C07000000,0.4,-0.05,0.25,0.45,90,0.1711,0.0036,0,11245,7000.00,SPX241220P07000000,1231.63,0,967.1,974.2,0,0,-0.9976,0,2600
Fri Dec 20 2024,SPX241220C07100000,0.35,0,0.2,0.35,1,0.1812,0.0028,0,151,7100.00,SPX241220P07100000,0,0,1066.3,1073.2,0,0,-0.9984,0,0
Fri Dec 20 2024,SPX241220C07400000,0.2,0.05,0.05,0.25,1,0.2103,0.0014,0,3814,7400.00,SPX241220P07400000,0,0,1364.5,1371.7,0,0,-0.9998,0,111
Fri Dec 20 2024,SPX241220C07600000,0.15,0,0.05,0.2,1,0.2314,0.001,0,4299,7600.00,SPX241220P07600000,0,0,1563.3,1570.2,0,0,-1,0,22
Fri Dec 20 2024,SPX241220C07800000,0.15,0.1,0,0.15,1,0.2451,0.0007,0,1856,7800.00,SPX241220P07800000,1790.07,0,1762.1,1769.1,0,0,-1,0,14
Fri Dec 20 2024,SPX241220C09000000,0.05,0.025,0,0.1,3,0.3573,0.0001,0,4967,9000.00,SPX241220P09000000,2942.9,-19.0501,2955.5,2962.5,3,0,-1,0,1708
Fri Dec 20 2024,SPX241220C09200000,0.05,0,0,0.1,0,0.3753,0.0001,0,13475,9200.00,SPX241220P09200000,3146.62,-14.33,3154.4,3161.4,1,0,-1,0,3368
Fri Dec 20 2024,SPX241220C09400000,0.1,0,0,0.1,0,0.3928,0.0001,0,3,9400.00,SPX241220P09400000,3346.74,-12.61,3353,3360.2,1,0,-1,0,17
Fri Dec 20 2024,SPX241220C09900000,0,0,0,0.1,0,0.4348,0,0,0,9900.00,SPX241220P09900000,3843.79,-12.66,3850.2,3857.4,1,0,-1,0,54
Fri Dec 20 2024,SPX241220C10000000,0.05,0,0,0.1,0,0.4429,0,0,1,10000.00,SPX241220P10000000,3937.25,-18.6499,3950.1,3956.9,3,0,-1,0,296
